Date,Open,High,Low,Close,Adj Close,Volume
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.75177001953125,90978500
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,147.95651245117188,103718400
2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,147.82730102539062,74286600
2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,150.3124542236328,72348100
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,144.51705932617188,88570300
2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,145.2725372314453,71598400
2022-06-07,144.35000610351562,149.0,144.10000610351562,148.7100067138672,147.82730102539062,67808200
2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,147.08175659179688,53950200
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,141.79330444335938,69473000
2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,136.3160400390625,91437900
2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,131.09719848632812,122207100
2022-06-14,133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,131.97195434570312,84784300
2022-06-15,134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,134.62611389160156,91533000
2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,129.2880096435547,108123900
2022-06-17,130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,130.7790985107422,134520300
2022-06-21,133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,135.06350708007812,81000500
2022-06-22,134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,134.54660034179688,73409200
2022-06-23,136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,137.4492645263672,72433800
2022-06-24,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.8191375732422,89116800
2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.8191375732422,70207900
2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.62417602539062,67083400
2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,138.403564453125,66242400
2022-06-30,137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.90846252441406,98964500
2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,138.1053466796875,71051600
2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.7197265625,73353800
2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,142.0716552734375,74064300
2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,145.48129272460938,66253700
2022-07-08,145.25999450683594,147.5500030517578,145.0,147.0399932861328,146.1671905517578,64547800
2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,144.01007080078125,63141600
2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.99420166015625,77588800
2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.62640380859375,71185600
2022-07-14,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.58872985839844,78140700
2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,149.27862548828125,76259900
2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,146.19703674316406,81420900
2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,151.0,150.10369873046875,82982400
2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,152.13157653808594,64823400
2022-07-21,154.5,155.57000732421875,151.94000244140625,155.35000610351562,154.42787170410156,65086600
2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,153.1753387451172,66675400
2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,152.0421142578125,53623900
2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.7001495361328,55138700
2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.8593292236328,78620700
2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,156.416015625,81378700
2022-07-29,161.24000549316406,163.6300048828125,159.5,162.50999450683594,161.5453643798828,101786900
2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,160.5513153076172,67829400
2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,159.06019592285156,59907000
2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,165.14389038085938,82507500
2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.82577514648438,55474100
2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,164.5968475341797,56697000
2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,164.1190185546875,60276900
2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,164.16879272460938,63135500
2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,168.46913146972656,70170500
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.7225341796875,57149200
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,171.3160858154297,68039400
2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,172.40110778808594,54091700
2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,172.24185180664062,56377100
2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.7549285888672,79542000
2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,173.3567352294922,62290100
2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.7387237548828,70346300
2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.80673217773438,69026800
2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,166.46826171875,54147100
2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.76690673828125,53841500
2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,169.25550842285156,51218200
2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.8747100830078,78961000
2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.64491271972656,73314000
2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,158.18617248535156,77906200
2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,156.50387573242188,87991100
2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,157.24050903320312,74229900
2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,155.1002960205078,76957800
2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.82611083984375,73714800
2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,155.24961853027344,87449600
2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.75643920898438,84923800
2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.65316772460938,68028800
2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.68557739257812,104956000
2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,153.13925170898438,122656600
2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,154.60255432128906,87965400
2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.67596435546875,90481100
2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,150.0135498046875,162278800
2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.77633666992188,81474200
2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,156.18531799316406,107689800
2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,153.01980590820312,101696800
2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,152.0442657470703,86652500
2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.74478149414062,96029900
2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,150.083251953125,93339400
2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,151.06874084472656,84442700
2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,149.157470703125,146691400
2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,141.83099365234375,128138200
2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,137.57049560546875,124925300
2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,141.80113220214844,114311700
2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,145.4345245361328,87830100
2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,145.73313903808594,79471000
2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,144.76756286621094,68402200
2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,139.45188903808594,85925600
2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,139.7803955078125,74899000
2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,138.34695434570312,77033700
2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,137.70986938476562,70433700
2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,142.3386993408203,113224000
2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,137.74969482421875,88598000
2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,141.76132202148438,85250900
2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,143.09521484375,99136600
2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,143.2047119140625,61758300
2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,142.7368621826172,64522000
2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,146.5991973876953,86548600
2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,148.76925659179688,75981900
2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,151.64610290527344,74732300
2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,148.66970825195312,88194300
2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,144.14044189453125,109180200
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,155.03060913085938,164762400
2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,152.64154052734375,97943200
2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,149.9637908935547,80379300
2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,144.369384765625,93604600
2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,138.24740600585938,97918500
2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,137.9781951904297,140814800
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,138.51661682128906,83374600
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,139.09494018554688,89908500
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,134.47837829589844,74917800
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,146.4435272216797,118854000
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,149.26531982421875,93979700
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,147.8494415283203,73374100
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,149.6043243408203,89868300
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,148.3579559326172,64218300
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,150.2823486328125,80389400
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,150.85069274902344,74829600
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,147.58023071289062,58724100
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,149.74391174316406,51804100
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,150.63134765625,58301400
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,147.67994689941406,35195900
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,143.80123901367188,69246000
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,140.7600860595703,83763800
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,147.6001739501953,111380900
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,147.8793487548828,71250400
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,147.3808135986328,65447400
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,146.20423889160156,68826400
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,142.4950408935547,64727200
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,140.53076171875,69721100
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,142.2357940673828,62128300
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,141.74720764160156,76097000
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,144.07044982910156,70462700
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,145.047607421875,93886200
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,142.79417419433594,82291200
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,136.10365295410156,98931900
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,134.1194305419922,160156900
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.98562622070312,79592600
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.9158477783203,77432800
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,135.05670166015625,85928000
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,131.84603881835938,77852100
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,131.4771270751953,63814900
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,129.65243530273438,69007800
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,125.67401885986328,85438400
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,129.23365783691406,75703700
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,129.55271911621094,77034200
